seq,env,resource_kind,benchmark_id,scenario_name,transition_class,state_before,to_object_id,actual_ms,static_ms,latest_ms,fifo5_mean_ms,fifo5_median_ms,oracle_policy,oracle_abs_error_ms,recommended_policy,recommended_abs_error_ms,regret_ms,decision_changed,rolling_lookback,action_history_depth,kind_history_depth,active_window_level
106,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.001131,0.000941,0.000941,0.0007772,0.000651,static,0.00019000000000000006,static,0.00019000000000000006,0.0,False,100,1,5,kind
107,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.000811,0.000941,0.001131,0.000801,0.000651,fifo5_mean,1.0000000000000026e-05,static,0.00013000000000000002,0.00011999999999999999,False,100,2,5,kind
108,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.000811,0.000941,0.000811,0.0008330000000000001,0.000811,latest,0.0,static,0.00013000000000000002,0.00013000000000000002,False,100,3,5,kind
109,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.000962,0.000941,0.000811,0.000869,0.000811,static,2.099999999999997e-05,static,2.099999999999997e-05,0.0,False,100,4,5,kind
110,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.000881,0.000941,0.000962,0.0009312000000000001,0.000941,fifo5_mean,5.0200000000000136e-05,static,6.000000000000005e-05,9.799999999999913e-06,False,100,5,5,action
111,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-004,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-004:default,0.001031,0.000941,0.000881,0.0009192,0.000881,static,9.000000000000002e-05,static,9.000000000000002e-05,0.0,False,100,5,5,action
112,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.001031,0.0008992,0.000881,static,0.0003805,static,0.0003805,0.0,False,100,0,5,kind
113,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.0,0.000737,0.000881,latest,0.0,static,0.0003805,0.0003805,False,100,1,5,kind
114,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.0,0.0005748,0.000881,latest,0.0,static,0.0003805,0.0003805,False,100,2,5,kind
115,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.0,0.0003824,0.0,latest,0.0,static,0.0003805,0.0003805,False,100,3,5,kind
116,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.0,0.0002062,0.0,latest,0.0,static,0.0003805,0.0003805,False,100,4,5,kind
117,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.0,0.0,0.0,latest,0.0,static,0.0003805,0.0003805,False,100,5,5,action
118,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.0,0.0003805,0.0,0.0,0.0,latest,0.0,static,0.0003805,0.0003805,False,100,5,5,action
119,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.000491,0.00065,0.0,0.0,0.0,static,0.00015899999999999996,static,0.00015899999999999996,0.0,False,100,0,5,kind
120,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.000891,0.00065,0.000491,9.82e-05,0.0,static,0.000241,static,0.000241,0.0,False,100,1,5,kind
121,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.000581,0.00065,0.000891,0.0002764,0.0,static,6.899999999999994e-05,static,6.899999999999994e-05,0.0,False,100,2,5,kind
122,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.000711,0.00065,0.000581,0.0003926,0.000491,static,6.100000000000007e-05,static,6.100000000000007e-05,0.0,False,100,3,5,kind
123,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.000751,0.00065,0.000711,0.0005348,0.000581,latest,3.9999999999999996e-05,static,0.00010100000000000007,6.100000000000007e-05,False,100,4,5,kind
124,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.000551,0.00065,0.000751,0.0006850000000000001,0.000711,static,9.900000000000002e-05,static,9.900000000000002e-05,0.0,False,100,5,5,action
125,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-006,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-006:default,0.00065,0.00065,0.000551,0.000697,0.000711,static,0.0,static,0.0,0.0,False,100,5,5,action
126,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,3.513477,3.085952,0.00065,0.0006487999999999999,0.00065,static,0.42752500000000015,static,0.42752500000000015,0.0,False,100,0,5,kind
127,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,2.735744,3.085952,3.513477,0.703228,0.000711,static,0.35020799999999985,static,0.35020799999999985,0.0,False,100,1,5,kind
128,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,4.117547,3.085952,2.735744,1.2502346,0.000751,static,1.0315950000000003,static,1.0315950000000003,0.0,False,100,2,5,kind
129,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,3.439514,3.085952,4.117547,2.0735938000000003,2.735744,static,0.35356200000000015,static,0.35356200000000015,0.0,False,100,3,5,kind
130,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,3.012962,3.085952,3.439514,2.7613864,3.439514,static,0.07298999999999989,static,0.07298999999999989,0.0,False,100,4,5,kind
131,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,3.085952,3.085952,3.012962,3.3638488000000004,3.439514,static,0.0,static,0.0,0.0,False,100,5,5,action
132,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-007,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-007:default,2.987924,3.085952,3.085952,3.2783437999999996,3.085952,static,0.09802799999999978,static,0.09802799999999978,0.0,False,100,5,5,action
133,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.002544,0.001623,2.987924,3.3287798000000004,3.085952,static,0.0009209999999999997,static,0.0009209999999999997,0.0,False,100,0,5,kind
134,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.001623,0.001623,0.002544,2.5057792,3.012962,static,0.0,static,0.0,0.0,False,100,1,5,kind
135,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.001562,0.001623,0.001623,1.8182009999999997,2.987924,static,6.100000000000007e-05,static,6.100000000000007e-05,0.0,False,100,2,5,kind
136,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.002144,0.001623,0.001562,1.215921,0.002544,fifo5_median,0.00039999999999999975,static,0.000521,0.00012100000000000023,False,100,3,5,kind
137,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.001592,0.001623,0.002144,0.5991594,0.002144,static,3.0999999999999995e-05,static,3.0999999999999995e-05,0.0,False,100,4,5,kind
138,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.001873,0.001623,0.001592,0.001893,0.001623,fifo5_mean,1.9999999999999836e-05,static,0.00025,0.00023000000000000017,False,100,5,5,action
139,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-008,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-008:default,0.001012,0.001623,0.001873,0.0017588,0.001623,static,0.000611,static,0.000611,0.0,False,100,5,5,action
140,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.000661,0.000661,0.001012,0.0016366000000000002,0.001592,static,0.0,static,0.0,0.0,False,100,0,5,kind
141,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.000751,0.000661,0.000661,0.0014564,0.001592,static,9.000000000000002e-05,static,9.000000000000002e-05,0.0,False,100,1,5,kind
142,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.00063,0.000661,0.000751,0.0011778000000000001,0.001012,static,3.0999999999999995e-05,static,3.0999999999999995e-05,0.0,False,100,2,5,kind
143,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.000681,0.000661,0.00063,0.0009854,0.000751,static,1.9999999999999944e-05,static,1.9999999999999944e-05,0.0,False,100,3,5,kind
144,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.000871,0.000661,0.000681,0.000747,0.000681,fifo5_mean,0.00012399999999999998,static,0.00021,8.600000000000003e-05,False,100,4,5,kind
145,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.00057,0.000661,0.000871,0.0007188,0.000681,static,9.100000000000004e-05,static,9.100000000000004e-05,0.0,False,100,5,5,action
146,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-014,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-014:default,0.000631,0.000661,0.00057,0.0007006,0.000681,static,2.999999999999997e-05,static,2.999999999999997e-05,0.0,False,100,5,5,action
147,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.002253,0.001793,0.000631,0.0006766000000000001,0.000631,static,0.0004599999999999997,static,0.0004599999999999997,0.0,False,100,0,5,kind
148,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.001643,0.001793,0.002253,0.0010012,0.000681,static,0.00015000000000000018,static,0.00015000000000000018,0.0,False,100,1,5,kind
149,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.001913,0.001793,0.001643,0.0011936,0.000871,static,0.00011999999999999988,static,0.00011999999999999988,0.0,False,100,2,5,kind
150,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.001733,0.001793,0.001913,0.001402,0.001643,static,6.000000000000016e-05,static,6.000000000000016e-05,0.0,False,100,3,5,kind
151,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.001993,0.001793,0.001733,0.0016346,0.001733,static,0.00019999999999999987,static,0.00019999999999999987,0.0,False,100,4,5,kind
152,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.001642,0.001793,0.001993,0.001907,0.001913,static,0.0001510000000000001,static,0.0001510000000000001,0.0,False,100,5,5,action
153,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-015,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-015:default,0.001793,0.001793,0.001642,0.0017848,0.001733,static,0.0,static,0.0,0.0,False,100,5,5,action
154,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.001533,0.002374,0.001793,0.0018148,0.001793,latest,0.00026000000000000003,static,0.0008409999999999997,0.0005809999999999997,False,100,0,5,kind
155,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.001722,0.002374,0.001533,0.0017388,0.001733,fifo5_median,1.0999999999999942e-05,static,0.0006519999999999998,0.0006409999999999999,False,100,1,5,kind
156,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.001202,0.0003805,0.0,0.0,0.0,static,0.0008215,static,0.0008215,0.0,False,100,5,5,action
157,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.002383,0.0003805,0.001202,0.0002404,0.0,latest,0.0011810000000000002,static,0.0020025,0.0008214999999999997,False,100,5,5,action
158,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.002284,0.0003805,0.002383,0.000717,0.0,latest,9.900000000000013e-05,static,0.0019035,0.0018045,False,100,5,5,action
159,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.001112,0.0003805,0.002284,0.0011738,0.001202,fifo5_mean,6.180000000000009e-05,static,0.0007314999999999999,0.0006696999999999999,False,100,5,5,action
160,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.001202,0.0003805,0.001112,0.0013962,0.001202,fifo5_median,0.0,static,0.0008215,0.0008215,False,100,5,5,action
161,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.000761,0.0003805,0.001202,0.0016365999999999998,0.001202,static,0.0003805,static,0.0003805,0.0,False,100,5,5,action
162,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-005,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-005:default,0.001102,0.0003805,0.000761,0.0015484,0.001202,fifo5_median,0.00010000000000000005,static,0.0007214999999999999,0.0006214999999999999,False,100,5,5,action
163,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.002374,0.002374,0.001102,0.0012921999999999999,0.001112,static,0.0,static,0.0,0.0,False,100,2,5,kind
164,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.002203,0.002374,0.002374,0.0013101999999999999,0.001112,static,0.0001709999999999997,static,0.0001709999999999997,0.0,False,100,3,5,kind
165,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.002394,0.002374,0.002203,0.0015283999999999999,0.001202,static,2.0000000000000052e-05,static,2.0000000000000052e-05,0.0,False,100,4,5,kind
166,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.002844,0.002374,0.002394,0.0020451999999999996,0.002203,latest,0.0004500000000000003,static,0.00047000000000000037,2.0000000000000052e-05,False,100,5,5,action
167,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-016,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-016:default,0.002513,0.002374,0.002844,0.0023074000000000002,0.002374,static,0.00013900000000000023,static,0.00013900000000000023,0.0,False,100,5,5,action
168,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.001272,0.001732,0.002513,0.0024656,0.002394,static,0.0004600000000000001,static,0.0004600000000000001,0.0,False,100,0,5,kind
169,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.001673,0.001732,0.001272,0.0022452,0.002394,static,5.9000000000000025e-05,static,5.9000000000000025e-05,0.0,False,100,1,5,kind
170,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.001732,0.001732,0.001673,0.0021392,0.002394,static,0.0,static,0.0,0.0,False,100,2,5,kind
171,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.002384,0.001732,0.001732,0.0020068,0.001732,fifo5_mean,0.00037719999999999984,static,0.0006519999999999998,0.00027479999999999996,False,100,3,5,kind
172,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.002674,0.001732,0.002384,0.0019148,0.001732,latest,0.0002900000000000003,static,0.0009420000000000001,0.0006519999999999998,False,100,4,5,kind
173,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.002904,0.001732,0.002674,0.0019470000000000002,0.001732,latest,0.00022999999999999974,static,0.0011719999999999999,0.0009420000000000001,False,100,5,5,action
174,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-017,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-017:default,0.001643,0.001732,0.002904,0.0022734,0.002384,static,8.90000000000001e-05,static,8.90000000000001e-05,0.0,False,100,5,5,action
175,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-018,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-018:default,0.002273,0.001753,0.001643,0.0022674,0.002384,fifo5_mean,5.5999999999997024e-06,static,0.0005199999999999998,0.0005144000000000001,False,100,0,5,kind
176,env:7a9cda66bc6b151a7886,discovery_resolution,PRE-018,default,exact_hit,exact_hit,discovery_resolution:benchmark:pre-018:default,0.001252,0.001753,0.002273,0.0023756,0.002384,static,0.0005009999999999999,static,0.0005009999999999999,0.0,False,100,1,5,kind
